Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2023-12-14 00:00:00-05:00,18.170000076293945,18.579999923706055,17.719999313354492,18.209999084472656,67462800,0.0,0.0,PLTR
2023-12-15 00:00:00-05:00,18.670000076293945,19.149999618530273,18.040000915527344,18.200000762939453,93004400,0.0,0.0,PLTR
2023-12-18 00:00:00-05:00,18.209999084472656,18.575000762939453,17.770000457763672,17.84000015258789,60188100,0.0,0.0,PLTR
2023-12-19 00:00:00-05:00,17.979999542236328,18.190000534057617,17.84000015258789,17.950000762939453,43530300,0.0,0.0,PLTR
2023-12-20 00:00:00-05:00,17.8700008392334,17.920000076293945,17.190000534057617,17.25,58666900,0.0,0.0,PLTR
2023-12-21 00:00:00-05:00,17.530000686645508,17.739999771118164,17.420000076293945,17.59000015258789,30493600,0.0,0.0,PLTR
2023-12-22 00:00:00-05:00,17.700000762939453,17.700000762939453,17.325000762939453,17.40999984741211,33615000,0.0,0.0,PLTR
2023-12-26 00:00:00-05:00,17.440000534057617,17.7450008392334,17.329999923706055,17.68000030517578,31750700,0.0,0.0,PLTR
2023-12-27 00:00:00-05:00,17.780000686645508,17.90999984741211,17.450000762939453,17.469999313354492,32918400,0.0,0.0,PLTR
2023-12-28 00:00:00-05:00,17.459999084472656,17.84000015258789,17.420000076293945,17.559999465942383,38990000,0.0,0.0,PLTR
2023-12-29 00:00:00-05:00,17.520000457763672,17.639999389648438,17.100000381469727,17.170000076293945,38805000,0.0,0.0,PLTR
2024-01-02 00:00:00-05:00,16.950000762939453,16.950000762939453,16.5,16.579999923706055,41626700,0.0,0.0,PLTR
2024-01-03 00:00:00-05:00,16.1200008392334,16.3799991607666,16.010000228881836,16.09000015258789,46865200,0.0,0.0,PLTR
2024-01-04 00:00:00-05:00,16.049999237060547,16.579999923706055,15.949999809265137,16.25,39937700,0.0,0.0,PLTR
2024-01-05 00:00:00-05:00,15.699999809265137,16.128000259399414,15.663999557495117,15.979999542236328,57628800,0.0,0.0,PLTR
2024-01-08 00:00:00-05:00,16.219999313354492,16.889999389648438,16.139999389648438,16.670000076293945,49090000,0.0,0.0,PLTR
2024-01-09 00:00:00-05:00,16.510000228881836,16.6299991607666,16.280000686645508,16.389999389648438,35794500,0.0,0.0,PLTR
2024-01-10 00:00:00-05:00,16.5,17.030000686645508,16.399999618530273,16.790000915527344,41254400,0.0,0.0,PLTR
2024-01-11 00:00:00-05:00,16.809999465942383,16.93000030517578,16.170000076293945,16.68000030517578,39552400,0.0,0.0,PLTR
2024-01-12 00:00:00-05:00,16.68000030517578,17.059999465942383,16.6200008392334,16.760000228881836,33861400,0.0,0.0,PLTR
2024-01-16 00:00:00-05:00,16.59000015258789,16.739999771118164,16.290000915527344,16.530000686645508,32659300,0.0,0.0,PLTR
2024-01-17 00:00:00-05:00,16.260000228881836,16.40999984741211,16.049999237060547,16.389999389648438,30832800,0.0,0.0,PLTR
2024-01-18 00:00:00-05:00,16.75,16.809999465942383,16.100000381469727,16.399999618530273,35239700,0.0,0.0,PLTR
2024-01-19 00:00:00-05:00,16.56999969482422,16.780000686645508,16.149999618530273,16.780000686645508,40538700,0.0,0.0,PLTR
2024-01-22 00:00:00-05:00,17.459999084472656,18.350000381469727,17.43000030517578,17.600000381469727,85573900,0.0,0.0,PLTR
2024-01-23 00:00:00-05:00,17.639999389648438,17.729999542236328,17.200000762939453,17.329999923706055,37794300,0.0,0.0,PLTR
2024-01-24 00:00:00-05:00,17.510000228881836,17.649999618530273,16.735000610351562,16.75,42710700,0.0,0.0,PLTR
2024-01-25 00:00:00-05:00,16.920000076293945,17.0,16.309999465942383,16.459999084472656,44589000,0.0,0.0,PLTR
2024-01-26 00:00:00-05:00,16.399999618530273,16.75,16.34000015258789,16.350000381469727,28612200,0.0,0.0,PLTR
2024-01-29 00:00:00-05:00,16.450000762939453,17.110000610351562,16.43000030517578,17.09000015258789,35987800,0.0,0.0,PLTR
2024-01-30 00:00:00-05:00,17.040000915527344,17.239999771118164,16.65999984741211,16.739999771118164,36388200,0.0,0.0,PLTR
2024-01-31 00:00:00-05:00,16.40999984741211,16.760000228881836,16.06999969482422,16.09000015258789,43582500,0.0,0.0,PLTR
2024-02-01 00:00:00-05:00,16.209999084472656,16.48699951171875,16.030000686645508,16.329999923706055,40454400,0.0,0.0,PLTR
2024-02-02 00:00:00-05:00,16.34000015258789,17.020000457763672,16.145000457763672,17.020000457763672,56983900,0.0,0.0,PLTR
2024-02-05 00:00:00-05:00,17.559999465942383,17.8700008392334,16.479999542236328,16.719999313354492,167698300,0.0,0.0,PLTR
2024-02-06 00:00:00-05:00,20.299999237060547,22.18000030517578,19.760000228881836,21.8700008392334,420501900,0.0,0.0,PLTR
2024-02-07 00:00:00-05:00,21.600000381469727,23.8700008392334,21.3799991607666,23.600000381469727,254911100,0.0,0.0,PLTR
2024-02-08 00:00:00-05:00,23.959999084472656,25.059999465942383,23.31999969482422,24.510000228881836,212671100,0.0,0.0,PLTR
2024-02-09 00:00:00-05:00,25.040000915527344,25.110000610351562,23.56999969482422,24.3799991607666,149062000,0.0,0.0,PLTR
2024-02-12 00:00:00-05:00,23.90999984741211,25.524999618530273,23.81999969482422,25.049999237060547,108173000,0.0,0.0,PLTR
2024-02-13 00:00:00-05:00,23.530000686645508,24.65999984741211,23.309999465942383,24.010000228881836,102293300,0.0,0.0,PLTR
2024-02-14 00:00:00-05:00,24.149999618530273,25.5,23.7549991607666,25.190000534057617,97227900,0.0,0.0,PLTR
2024-02-15 00:00:00-05:00,25.040000915527344,25.459999084472656,24.709999084472656,25.40999984741211,70544300,0.0,0.0,PLTR
2024-02-16 00:00:00-05:00,24.959999084472656,25.4950008392334,24.389999389648438,24.440000534057617,65212100,0.0,0.0,PLTR
2024-02-20 00:00:00-05:00,23.84000015258789,24.0,22.71500015258789,23.399999618530273,93374300,0.0,0.0,PLTR
2024-02-21 00:00:00-05:00,22.299999237060547,22.93000030517578,22.290000915527344,22.739999771118164,60411500,0.0,0.0,PLTR
2024-02-22 00:00:00-05:00,23.770000457763672,23.950000762939453,23.049999237060547,23.59000015258789,64458200,0.0,0.0,PLTR
2024-02-23 00:00:00-05:00,23.530000686645508,24.06999969482422,22.81999969482422,22.969999313354492,48840800,0.0,0.0,PLTR
2024-02-26 00:00:00-05:00,23.030000686645508,23.8799991607666,22.940000534057617,23.559999465942383,46499500,0.0,0.0,PLTR
2024-02-27 00:00:00-05:00,23.760000228881836,24.6200008392334,23.719999313354492,24.530000686645508,64967400,0.0,0.0,PLTR
2024-02-28 00:00:00-05:00,24.520000457763672,24.84000015258789,24.2450008392334,24.420000076293945,47314000,0.0,0.0,PLTR
2024-02-29 00:00:00-05:00,24.809999465942383,25.292999267578125,24.360000610351562,25.079999923706055,62753300,0.0,0.0,PLTR
2024-03-01 00:00:00-05:00,25.299999237060547,25.690000534057617,24.53499984741211,24.93000030517578,63090500,0.0,0.0,PLTR
2024-03-04 00:00:00-05:00,24.399999618530273,24.579999923706055,23.530000686645508,24.040000915527344,64320000,0.0,0.0,PLTR
2024-03-05 00:00:00-05:00,23.959999084472656,24.409000396728516,23.43000030517578,23.809999465942383,49542300,0.0,0.0,PLTR
2024-03-06 00:00:00-05:00,25.75,26.75,24.530000686645508,26.15999984741211,207386900,0.0,0.0,PLTR
2024-03-07 00:00:00-05:00,27.010000228881836,27.5,26.3799991607666,26.459999084472656,117519300,0.0,0.0,PLTR
2024-03-08 00:00:00-05:00,27.190000534057617,27.280000686645508,25.809999465942383,26.040000915527344,83969300,0.0,0.0,PLTR
2024-03-11 00:00:00-04:00,25.889999389648438,26.829999923706055,25.290000915527344,25.350000381469727,60829300,0.0,0.0,PLTR
2024-03-12 00:00:00-04:00,25.56999969482422,25.639999389648438,24.350000381469727,24.700000762939453,75202600,0.0,0.0,PLTR
2024-03-13 00:00:00-04:00,24.700000762939453,25.440000534057617,24.600000381469727,25.0,59713000,0.0,0.0,PLTR
2024-03-14 00:00:00-04:00,24.829999923706055,24.969999313354492,24.139999389648438,24.43000030517578,49214800,0.0,0.0,PLTR
2024-03-15 00:00:00-04:00,23.850000381469727,24.100000381469727,23.420000076293945,23.489999771118164,61270500,0.0,0.0,PLTR
2024-03-18 00:00:00-04:00,23.770000457763672,24.18000030517578,23.31999969482422,24.0,44083000,0.0,0.0,PLTR
2024-03-19 00:00:00-04:00,23.5,23.829999923706055,22.920000076293945,23.799999237060547,43247200,0.0,0.0,PLTR
2024-03-20 00:00:00-04:00,23.770000457763672,24.649999618530273,23.670000076293945,24.56999969482422,40273800,0.0,0.0,PLTR
2024-03-21 00:00:00-04:00,25.299999237060547,25.329999923706055,24.440000534057617,24.489999771118164,37099600,0.0,0.0,PLTR
2024-03-22 00:00:00-04:00,24.200000762939453,24.475000381469727,24.020000457763672,24.18000030517578,25354300,0.0,0.0,PLTR
2024-03-25 00:00:00-04:00,24.1200008392334,24.6200008392334,24.049999237060547,24.510000228881836,29255900,0.0,0.0,PLTR
2024-03-26 00:00:00-04:00,24.760000228881836,25.469999313354492,24.469999313354492,24.889999389648438,43610500,0.0,0.0,PLTR
2024-03-27 00:00:00-04:00,25.0,25.479999542236328,24.260000228881836,24.510000228881836,38600100,0.0,0.0,PLTR
2024-03-28 00:00:00-04:00,24.170000076293945,24.280000686645508,22.940000534057617,23.010000228881836,70008200,0.0,0.0,PLTR
2024-04-01 00:00:00-04:00,22.979999542236328,23.209999084472656,22.399999618530273,22.860000610351562,41000000,0.0,0.0,PLTR
2024-04-02 00:00:00-04:00,22.0,22.790000915527344,21.719999313354492,22.719999313354492,39770600,0.0,0.0,PLTR
2024-04-03 00:00:00-04:00,22.440000534057617,23.010000228881836,22.3799991607666,22.700000762939453,30357400,0.0,0.0,PLTR
2024-04-04 00:00:00-04:00,23.81999969482422,24.100000381469727,22.399999618530273,22.479999542236328,64995300,0.0,0.0,PLTR
2024-04-05 00:00:00-04:00,22.420000076293945,23.31999969482422,22.30699920654297,22.959999084472656,38565800,0.0,0.0,PLTR
2024-04-08 00:00:00-04:00,23.079999923706055,23.200000762939453,22.670000076293945,23.0,25022700,0.0,0.0,PLTR
2024-04-09 00:00:00-04:00,23.010000228881836,23.086999893188477,22.459999084472656,22.809999465942383,27724500,0.0,0.0,PLTR
2024-04-10 00:00:00-04:00,22.219999313354492,22.709999084472656,22.010000228881836,22.420000076293945,28642900,0.0,0.0,PLTR
2024-04-11 00:00:00-04:00,22.649999618530273,22.90999984741211,22.25,22.84000015258789,26399400,0.0,0.0,PLTR
2024-04-12 00:00:00-04:00,22.700000762939453,23.200000762939453,22.40999984741211,22.670000076293945,36348800,0.0,0.0,PLTR
2024-04-15 00:00:00-04:00,22.790000915527344,23.1299991607666,21.829999923706055,21.899999618530273,38182100,0.0,0.0,PLTR
2024-04-16 00:00:00-04:00,21.59000015258789,21.989999771118164,21.270000457763672,21.8799991607666,33869200,0.0,0.0,PLTR
2024-04-17 00:00:00-04:00,22.010000228881836,22.110000610351562,21.219999313354492,21.309999465942383,30139800,0.0,0.0,PLTR
2024-04-18 00:00:00-04:00,21.25,21.43000030517578,20.700000762939453,21.1299991607666,34550500,0.0,0.0,PLTR
2024-04-19 00:00:00-04:00,20.979999542236328,21.43000030517578,20.329999923706055,20.469999313354492,39290300,0.0,0.0,PLTR
2024-04-22 00:00:00-04:00,20.719999313354492,21.079999923706055,20.360000610351562,20.969999313354492,31894500,0.0,0.0,PLTR
2024-04-23 00:00:00-04:00,21.25,22.059999465942383,21.229999542236328,21.639999389648438,36304600,0.0,0.0,PLTR
2024-04-24 00:00:00-04:00,22.049999237060547,22.25,21.299999237060547,21.59000015258789,34426500,0.0,0.0,PLTR
2024-04-25 00:00:00-04:00,20.81999969482422,21.739999771118164,20.65999984741211,21.709999084472656,26226700,0.0,0.0,PLTR
2024-04-26 00:00:00-04:00,22.049999237060547,22.670000076293945,21.90999984741211,22.520000457763672,33119800,0.0,0.0,PLTR
2024-04-29 00:00:00-04:00,22.75,23.09000015258789,22.545000076293945,22.829999923706055,30104900,0.0,0.0,PLTR
2024-04-30 00:00:00-04:00,22.770000457763672,22.8700008392334,21.950000762939453,21.969999313354492,30511900,0.0,0.0,PLTR
2024-05-01 00:00:00-04:00,21.93000030517578,22.829999923706055,21.6299991607666,22.1200008392334,34665900,0.0,0.0,PLTR
2024-05-02 00:00:00-04:00,22.600000381469727,22.71500015258789,22.100000381469727,22.549999237060547,30396100,0.0,0.0,PLTR
2024-05-03 00:00:00-04:00,23.479999542236328,23.639999389648438,22.90999984741211,23.329999923706055,55976400,0.0,0.0,PLTR
2024-05-06 00:00:00-04:00,24.3700008392334,25.354999542236328,24.030000686645508,25.209999084472656,175936600,0.0,0.0,PLTR
2024-05-07 00:00:00-04:00,21.989999771118164,22.700000762939453,21.350000381469727,21.399999618530273,161061600,0.0,0.0,PLTR
2024-05-08 00:00:00-04:00,21.579999923706055,21.729999542236328,21.059999465942383,21.559999465942383,67582900,0.0,0.0,PLTR
2024-05-09 00:00:00-04:00,21.489999771118164,21.579999923706055,20.940000534057617,21.139999389648438,54101900,0.0,0.0,PLTR
2024-05-10 00:00:00-04:00,21.270000457763672,21.3700008392334,20.5,20.600000381469727,59845400,0.0,0.0,PLTR
2024-05-13 00:00:00-04:00,20.600000381469727,21.190000534057617,20.600000381469727,20.940000534057617,37524800,0.0,0.0,PLTR
2024-05-14 00:00:00-04:00,20.950000762939453,22.06999969482422,20.93000030517578,21.440000534057617,57894400,0.0,0.0,PLTR
2024-05-15 00:00:00-04:00,21.729999542236328,21.809999465942383,21.184999465942383,21.670000076293945,39424000,0.0,0.0,PLTR
2024-05-16 00:00:00-04:00,21.739999771118164,21.8700008392334,21.53499984741211,21.649999618530273,27416700,0.0,0.0,PLTR
2024-05-17 00:00:00-04:00,21.780000686645508,22.16900062561035,21.559999465942383,21.760000228881836,30032300,0.0,0.0,PLTR
2024-05-20 00:00:00-04:00,21.770000457763672,21.770000457763672,21.219999313354492,21.6200008392334,35255300,0.0,0.0,PLTR
2024-05-21 00:00:00-04:00,21.34000015258789,21.450000762939453,21.1200008392334,21.239999771118164,27954000,0.0,0.0,PLTR
2024-05-22 00:00:00-04:00,21.229999542236328,21.420000076293945,21.079999923706055,21.170000076293945,25212500,0.0,0.0,PLTR
2024-05-23 00:00:00-04:00,21.389999389648438,21.520000457763672,20.6299991607666,20.719999313354492,36887600,0.0,0.0,PLTR
2024-05-24 00:00:00-04:00,20.719999313354492,21.149999618530273,20.649999618530273,21.010000228881836,22073800,0.0,0.0,PLTR
2024-05-28 00:00:00-04:00,21.059999465942383,21.219999313354492,20.729999542236328,21.049999237060547,26274200,0.0,0.0,PLTR
2024-05-29 00:00:00-04:00,20.770000457763672,20.989999771118164,20.639999389648438,20.940000534057617,24834200,0.0,0.0,PLTR
2024-05-30 00:00:00-04:00,21.280000686645508,21.959999084472656,21.020000457763672,21.729999542236328,47583100,0.0,0.0,PLTR
2024-05-31 00:00:00-04:00,21.790000915527344,22.200000762939453,21.309999465942383,21.68000030517578,44416100,0.0,0.0,PLTR
2024-06-03 00:00:00-04:00,21.700000762939453,21.790000915527344,21.0049991607666,21.31999969482422,33876100,0.0,0.0,PLTR
2024-06-04 00:00:00-04:00,21.049999237060547,22.260000228881836,21.040000915527344,22.100000381469727,41974000,0.0,0.0,PLTR
2024-06-05 00:00:00-04:00,22.479999542236328,22.979999542236328,22.219999313354492,22.959999084472656,39825400,0.0,0.0,PLTR
2024-06-06 00:00:00-04:00,22.979999542236328,23.950000762939453,22.979999542236328,23.790000915527344,60400400,0.0,0.0,PLTR
2024-06-07 00:00:00-04:00,23.239999771118164,23.56999969482422,23.059999465942383,23.309999465942383,37149900,0.0,0.0,PLTR
2024-06-10 00:00:00-04:00,22.75,23.15999984741211,22.65999984741211,23.1299991607666,31509300,0.0,0.0,PLTR
2024-06-11 00:00:00-04:00,23.059999465942383,23.950000762939453,22.889999389648438,23.850000381469727,30601900,0.0,0.0,PLTR
2024-06-12 00:00:00-04:00,24.200000762939453,24.329999923706055,23.56999969482422,23.770000457763672,38542700,0.0,0.0,PLTR
2024-06-13 00:00:00-04:00,23.850000381469727,24.139999389648438,23.149999618530273,23.270000457763672,26035100,0.0,0.0,PLTR
2024-06-14 00:00:00-04:00,23.149999618530273,23.719999313354492,22.84000015258789,23.56999969482422,26618300,0.0,0.0,PLTR
2024-06-17 00:00:00-04:00,23.469999313354492,25.059999465942383,23.450000762939453,25.020000457763672,54101500,0.0,0.0,PLTR
2024-06-18 00:00:00-04:00,25.149999618530273,26.024999618530273,24.829999923706055,25.81999969482422,54458600,0.0,0.0,PLTR
2024-06-20 00:00:00-04:00,26.440000534057617,26.56999969482422,25.155000686645508,25.559999465942383,66735000,0.0,0.0,PLTR
2024-06-21 00:00:00-04:00,24.709999084472656,26.09000015258789,23.530000686645508,23.84000015258789,69981600,0.0,0.0,PLTR
2024-06-24 00:00:00-04:00,23.440000534057617,24.386999130249023,23.299999237060547,24.15999984741211,36477400,0.0,0.0,PLTR
2024-06-25 00:00:00-04:00,24.15999984741211,24.6299991607666,23.920000076293945,24.559999465942383,29657200,0.0,0.0,PLTR
2024-06-26 00:00:00-04:00,24.469999313354492,24.65999984741211,24.024999618530273,24.100000381469727,24331400,0.0,0.0,PLTR
2024-06-27 00:00:00-04:00,24.100000381469727,25.399999618530273,24.049999237060547,25.219999313354492,37882900,0.0,0.0,PLTR
2024-06-28 00:00:00-04:00,25.280000686645508,25.56999969482422,25.030000686645508,25.329999923706055,38886400,0.0,0.0,PLTR
2024-07-01 00:00:00-04:00,25.479999542236328,26.020000457763672,25.142000198364258,25.8799991607666,33167900,0.0,0.0,PLTR
2024-07-02 00:00:00-04:00,25.84000015258789,26.43000030517578,25.75,25.829999923706055,32148200,0.0,0.0,PLTR
2024-07-03 00:00:00-04:00,25.959999084472656,26.270000457763672,25.760000228881836,25.850000381469727,18433800,0.0,0.0,PLTR
2024-07-05 00:00:00-04:00,26.0,27.25,25.975000381469727,27.229999542236328,46703700,0.0,0.0,PLTR
2024-07-08 00:00:00-04:00,27.93000030517578,27.986000061035156,26.84000015258789,27.700000762939453,59611200,0.0,0.0,PLTR
2024-07-09 00:00:00-04:00,27.93000030517578,28.3799991607666,27.229999542236328,27.389999389648438,53067100,0.0,0.0,PLTR
2024-07-10 00:00:00-04:00,27.5,28.469999313354492,27.3700008392334,28.420000076293945,43231000,0.0,0.0,PLTR
2024-07-11 00:00:00-04:00,28.489999771118164,28.59000015258789,26.899999618530273,27.639999389648438,61546100,0.0,0.0,PLTR
2024-07-12 00:00:00-04:00,27.31999969482422,28.1299991607666,27.280000686645508,28.06999969482422,30760300,0.0,0.0,PLTR
2024-07-15 00:00:00-04:00,28.420000076293945,29.299999237060547,27.899999618530273,28.670000076293945,49186300,0.0,0.0,PLTR
2024-07-16 00:00:00-04:00,28.18000030517578,28.84000015258789,27.469999313354492,28.670000076293945,59330700,0.0,0.0,PLTR
2024-07-17 00:00:00-04:00,28.0,28.8700008392334,27.600000381469727,28.219999313354492,45203500,0.0,0.0,PLTR
2024-07-18 00:00:00-04:00,28.420000076293945,29.829999923706055,28.149999618530273,28.639999389648438,76485600,0.0,0.0,PLTR
2024-07-19 00:00:00-04:00,28.309999465942383,29.600000381469727,28.270000457763672,28.579999923706055,49581600,0.0,0.0,PLTR
2024-07-22 00:00:00-04:00,28.93000030517578,28.969999313354492,27.690000534057617,28.459999084472656,38037800,0.0,0.0,PLTR
2024-07-23 00:00:00-04:00,28.34000015258789,29.190000534057617,28.309999465942383,28.809999465942383,31134300,0.0,0.0,PLTR
2024-07-24 00:00:00-04:00,28.440000534057617,28.684999465942383,26.579999923706055,26.600000381469727,49004100,0.0,0.0,PLTR
2024-07-25 00:00:00-04:00,26.040000915527344,27.288000106811523,25.420000076293945,26.6299991607666,45474600,0.0,0.0,PLTR
2024-07-26 00:00:00-04:00,27.0,27.34000015258789,26.770000457763672,27.18000030517578,27432200,0.0,0.0,PLTR
2024-07-29 00:00:00-04:00,27.559999465942383,27.799999237060547,26.729999542236328,27.079999923706055,26038800,0.0,0.0,PLTR
2024-07-30 00:00:00-04:00,27.25,27.440000534057617,25.889999389648438,26.3700008392334,31819900,0.0,0.0,PLTR
2024-07-31 00:00:00-04:00,27.020000457763672,27.389999389648438,26.8799991607666,26.889999389648438,29111600,0.0,0.0,PLTR
2024-08-01 00:00:00-04:00,27.020000457763672,27.53499984741211,25.829999923706055,26.079999923706055,31189600,0.0,0.0,PLTR
2024-08-02 00:00:00-04:00,24.75,24.8700008392334,23.75,24.739999771118164,56092600,0.0,0.0,PLTR
2024-08-05 00:00:00-04:00,21.739999771118164,24.420000076293945,21.229999542236328,24.09000015258789,88023500,0.0,0.0,PLTR
2024-08-06 00:00:00-04:00,27.049999237060547,27.420000076293945,25.56999969482422,26.59000015258789,99622700,0.0,0.0,PLTR
2024-08-07 00:00:00-04:00,27.06999969482422,28.360000610351562,26.239999771118164,26.31999969482422,75975400,0.0,0.0,PLTR
